step,time_ps,strain,sigma_zz_GPa,sigma_xx_GPa,sigma_yy_GPa,temp_K,pe_eV_atom,lx_A,ly_A,lz_A,vol_A3,density_g_cm3,sigma_zz_smooth_GPa
8000,8.0,0.0079999999999982,1.43666903544348,-0.0290831452971151,-0.0140391157900079,299.592745088012,-4.83323132290112,153.979480738693,88.8909714724411,139.618715385127,1911015.19859739,4.49327309824683,1.451847405259556
8100,8.1,0.0080999999999985,1.47689395058996,0.0256761545924157,0.0179928537014721,300.451242707633,-4.83329353570577,153.943829604782,88.884907500731,139.60464091785,1910249.81743279,4.49507342120218,1.4653575006012263
8200,8.2,0.0081999999999984,1.46522240637063,-0.022663001472054,-0.0240916235635704,300.416577974201,-4.83317409489988,153.978938317586,88.9044524285694,139.590566450574,1910912.94249737,4.49351354069353,1.4792898313322536
8300,8.3,0.0082999999999983,1.51388706009381,0.0209477949156994,0.0309242101109052,300.578240255438,-4.83302963296458,153.966697974168,88.8817692268761,139.576491983297,1910080.91623638,4.49547090346188,1.492768054348455
8400,8.4,0.0083999999999982,1.4902667810589,-0.0272787491413115,-0.0285595402337296,300.979398160721,-4.83313393494509,153.99227798713,88.909937749489,139.56241751602,1910811.00295424,4.4937532644112,1.5065864149761716
8500,8.5,0.0084999999999985,1.53298403589333,0.0309433189457619,0.0214028943870395,300.04713384128,-4.83324976303814,153.956684366981,88.8967511303728,139.548343048743,1909893.37818171,4.49591232698725,1.5200925056743402
8600,8.6,0.0085999999999985,1.51323643110621,-0.0305472792417704,-0.0187311983966321,299.839521952622,-4.83324325546242,154.014107367347,88.9067627600326,139.534268581467,1910628.18701626,4.4941832432651,1.5338505917749476
8700,8.7,0.0086999999999984,1.56354590295919,0.0215245774334633,0.0274711759228531,299.819734501282,-4.83318057556247,153.977332044759,88.8965425356674,139.52019411419,1909759.73454072,4.49622694776498,1.5474753578666025
8800,8.8,0.0087999999999983,1.54969605163399,-0.013208066515089,-0.0309560825226763,300.175739013944,-4.83308824084925,153.994983113485,88.926927015349,139.506119646913,1910438.7413413,4.49462890192953,1.5612615233198985
8900,8.9,0.0088999999999982,1.58564301102221,0.010661916059317,0.0273592241292117,301.654526626422,-4.8330994351328,154.000930270157,88.9006238145893,139.492045179637,1909754.7305959,4.49623872879172,1.5747527270307322
9000,9.0,0.0089999999999985,1.57744330050224,-0.0182553161712531,-0.0170618216894425,300.38972584178,-4.83291994474344,154.027733663088,88.9189370945388,139.47797071236,1910287.82654122,4.49498398246385,1.5885720215778343
9100,9.1,0.0090999999999984,1.61085971766723,0.0141395740726854,0.010800546985058,299.670233909901,-4.83311316032052,153.996115456069,88.9165585191296,139.463896245083,1909651.88166589,4.49648088462482,1.602155787461841
9200,9.2,0.0091999999999983,1.61101476404358,-0.0051181934104764,-0.0124474222952966,298.743532806862,-4.83305054641413,154.022116240092,88.9238638177929,139.449821777806,1909938.46262127,4.49580620017137,1.6160279231505905
9300,9.3,0.0092999999999982,1.63428742022921,-0.0035419205674825,0.0150039159441782,300.187340199593,-4.83315414800083,154.027120585468,88.9147606177843,139.43574731053,1909612.23662698,4.49657423507377,1.6296622426981493
9400,9.4,0.0093999999999982,1.64168019666928,0.0050139913517962,-0.0093514247118743,300.215880701368,-4.83301583198949,154.017971965366,88.9338301814958,139.421672843253,1909715.55979518,4.49633095261548,1.6432093918592305
9500,9.5,0.0094999999999985,1.66046701053922,-0.0005130770513924,0.0053997297307377,299.478525734085,-4.83283502425561,154.030845687215,88.9301645152241,139.407598375976,1909603.67203156,4.49659440226327,1.6567094079441333
9600,9.6,0.0095999999999984,1.67087749282188,0.0014403107728775,0.0013767993461369,300.716433984337,-4.83310081917114,154.040987337439,88.9278999169412,139.393523908699,1909487.97279858,4.49686685882271,1.6703873498704727
9700,9.7,0.0096999999999983,1.68001074937755,-0.0019021774679612,-0.0006534342070962,299.165510790255,-4.83313349027734,154.040003046576,88.9361401725165,139.379449441423,1909459.89148942,4.49693299161192,1.684238879013944
9800,9.8,0.0097999999999982,1.70023282994315,0.010317185858031,0.0004279015379234,299.767261120533,-4.83313924409958,154.035909277939,88.9386518758912,139.365374974146,1909270.25390167,4.49737964787916,1.697954180803188
9900,9.9,0.0098999999999985,1.70838969400016,-0.0123370275655223,-0.0050548528802811,300.765950139011,-4.83308516948274,154.059530007742,88.9409045029133,139.351300506869,1909418.54619786,4.49703036523701,1.7115811329183426
10000,10.0,0.0099999999999984,1.73116635118003,0.0100547242046185,0.0060628528446582,300.867354258417,-4.83299977400689,154.050458731585,88.9415176722326,139.337226039593,1909126.43845476,4.4977184377314,1.7251565003382419
10100,10.1,0.0100999999999984,1.73438556970813,-0.0070884613654422,-0.0076047621041948,300.034365893115,-4.83291021266274,154.064739598647,88.9515577969717,139.323151572316,1909326.06949141,4.49724817536572,1.7389514596853348
10200,10.2,0.0101999999999983,1.75985448991534,0.0110819785217039,0.008630029137468,299.493010807357,-4.83297959419237,154.054969415711,88.9481656694396,139.309077105039,1908939.31971687,4.49815931470888,1.7526129542322433
10300,10.3,0.0102999999999982,1.76221503265054,-0.0090911285043083,-0.0070414040046892,298.061917230477,-4.83306983194688,154.073392039321,88.9538521693013,139.295002637762,1909096.75724226,4.49778836490309,1.766355527301319
10400,10.4,0.0103999999999985,1.78571460849999,0.0084364496621065,0.010864302161661,300.165430288105,-4.83321306402899,154.065228589342,88.9510952154697,139.280928170486,1908743.55938111,4.49862064497686,1.7800437540220588
10500,10.5,0.0104999999999984,1.78417582817128,-0.0057747489601814,-0.0172717279078308,300.549207738923,-4.83306520228376,154.080375253593,88.9667679244944,139.266853703209,1909074.62454612,4.49784050963433,1.7938107067819702
10600,10.6,0.0105999999999984,1.81225096735097,0.0114353806460374,0.0139711113317935,301.140102460798,-4.83298906098732,154.081667032091,88.9556901129327,139.252779235932,1908660.00610766,4.49881757605924,1.8073560727381173
10700,10.7,0.0106999999999983,1.81205978400165,-0.0114827385684784,-0.0131313828696465,300.967037641081,-4.83290473347486,154.103261055586,88.966783498082,139.238704768656,1908972.59274937,4.49808091263981,1.8211926299526535
10800,10.8,0.0107999999999986,1.84212489748463,0.0131682645359592,0.0102282683456704,300.753287198995,-4.83293864168723,154.082526643074,88.9656407251674,139.224630301379,1908498.29188388,4.49919877775867,1.8347409394891865
10900,10.9,0.0108999999999985,1.84106121614016,-0.0063789239812097,-0.019023095752547,299.239483160515,-4.83297865722265,154.10246623705,88.975767859065,139.210555834102,1908769.5636366,4.49855935770424,1.8487681003629945
11000,11.0,0.0109999999999984,1.87337426572157,0.0042664920266811,0.0223016907849085,298.816041671761,-4.83291363579951,154.107436539532,88.9595131324671,139.196481366825,1908289.45735415,4.49969114963512,1.8620682201803471
11100,11.1,0.0110999999999983,1.86927582861579,-0.008521770705911,-0.019363192153076,299.195585214298,-4.83282531411227,154.115637206019,88.9815196128784,139.182406899549,1908670.08639136,4.49879381639653,1.87596382575534
11200,11.2,0.0111999999999982,1.89897112859471,0.0141405174367656,0.0125767772752301,299.79003857849,-4.83278173900091,154.107200250454,88.9733962577839,139.168332432272,1908198.37838701,4.49990592144659,1.8891003116160985
11300,11.3,0.0112999999999986,1.88975877870044,-0.020664914082319,-0.0090315796113429,300.502334608525,-4.83283110880606,154.136758446209,88.9834364882699,139.154257964995,1908586.70873476,4.4989903486705,1.9032794905870898
11400,11.4,0.0113999999999985,1.92733287108862,0.0224255507033369,0.0112509107191911,299.932702501869,-4.83276876337653,154.103741349065,88.9846614125718,139.140183497718,1908011.14321834,4.50034750201449,1.91677596796334
11500,11.5,0.0114999999999984,1.91961325783398,-0.0168010185515713,-0.013964305118686,299.600401157954,-4.83280297881252,154.137707711795,88.9938245826918,139.126109030442,1908435.14883682,4.49934763957372,1.93086421580898
11600,11.6,0.0115999999999983,1.95517930383315,0.0173825036216078,0.0199803510483251,298.952721831105,-4.83288015026184,154.13182823358,88.9763081839402,139.112034563165,1907793.71701089,4.50086039472446,1.9442273488986577
11700,11.7,0.0116999999999986,1.94547327001468,-0.0210050401507635,-0.0122879466806693,299.784341323059,-4.83291622269227,154.147084764289,88.999081748738,139.097960095888,1908277.82031841,4.49971858959494,1.9583231433465438
11800,11.8,0.0117999999999985,1.98047562884063,0.0287359535616321,0.0044077323539646,301.08994332866,-4.83281698890982,154.121488452778,88.998006952834,139.083885628611,1907744.85449482,4.50097567395735,1.9718760279247365
11900,11.9,0.0118999999999984,1.97643336269256,-0.0309436199259652,0.0039903076207035,299.508159153205,-4.83254077344439,154.180780424145,88.9936982647482,139.069811161335,1908193.26850128,4.49991797159131,1.9858903586762313
12000,12.0,0.0119999999999983,2.01203320402491,0.0252007871066876,0.0087253650691335,299.856632584787,-4.83260164078175,154.134865181092,89.0017118550396,139.055736694058,1907603.70405799,4.50130871728347,1.9993713986835289
12100,12.1,0.0120999999999983,2.00389638698695,-0.012243174110941,-0.0201385792399551,299.230547026623,-4.83265160169518,154.15727543479,89.0177125035865,139.041662226781,1908030.91488069,4.50030086788998,2.0133927368868094
12200,12.2,0.0121999999999986,2.03738661691367,0.0116432021482616,0.0206544172099582,299.616329733728,-4.83280359140298,154.168624934675,88.990575249972,139.027587759505,1907396.58373564,4.50179750525786,2.0271453467004217
12300,12.3,0.0122999999999985,2.03119998353422,-0.0220711483644367,-0.0123304016457565,299.579774030541,-4.83271377123545,154.182869286257,89.0136114772861,139.013513292228,1907873.45068772,4.50067229516888,2.0411479250667743
12400,12.4,0.0123999999999984,2.0683956420206,0.0358691543154963,-0.0015775312856138,300.80069562692,-4.83258395419405,154.135162125513,89.0240680454989,138.999438824951,1907314.04311828,4.50199232432641,2.0549733054556807
12500,12.5,0.0124999999999983,2.05846074583461,-0.0261153150306819,-0.0066996819757329,301.702518719129,-4.83262928009658,154.205713754458,89.0134460189496,138.985364357674,1907766.20039931,4.50092531275646,2.068849304510082
12600,12.6,0.0125999999999982,2.09241317710543,0.0096241914527083,0.0222208082886117,300.868853636247,-4.83262616480323,154.187944631498,89.0054640789975,138.971289890398,1907182.16467013,4.50230362954535,2.0826960710087237
12700,12.7,0.0126999999999985,2.08322939545233,-0.0056280895374363,-0.0325219290673036,300.36304131363,-4.83270826605788,154.173111489371,89.0434246227092,138.957215423121,1907618.80358536,4.50127308771533,2.096522761889616
