step,time_ps,temp_K,press_bar,pxx_bar,pyy_bar,pzz_bar,lx_A,ly_A,lz_A,vol_A3,density_g_cm3,pe_eV_atom
60000,60,299.334872589592,150.790695895481,-1167.36204668512,-1327.09539094182,2946.82952531338,51.2161487013033,29.5696572395552,46.9105070783417,71043.3342098309,4.47651307041406,-4.83412922481736
61000,61,295.814932697607,244.686556083071,-1199.14319169955,-1246.52005355945,3179.72291350821,51.2167496763286,29.5700042126479,46.9110575305701,71045.8351263379,4.47635549065711,-4.8334979064759
62000,62,301.999995407348,404.734310476098,-1244.93832442002,-766.63535938291,3225.77661523123,51.2167246239085,29.5699897486265,46.9110345842585,71045.7308712322,4.47636205942499,-4.8330745501472
63000,63,300.985688690471,274.064960764565,-1136.08336411573,-1032.70540597682,2990.98365238624,51.2159558170174,29.569545877761,46.9103304094618,71042.531547497,4.4765636475592,-4.83412175002897
64000,64,297.483464578692,-89.577727636444,-1606.27971334142,-1384.95508506437,2722.50161549645,51.2278529186467,29.5764146725892,46.9212273449856,71092.0510704766,4.47344547480884,-4.83183814666353
65000,65,303.680944651833,-1055.99212939983,-2433.15550045719,-2518.0057598639,1783.18487212159,51.235794092868,29.5809995116635,46.9285009201948,71125.1175675684,4.47136574296668,-4.83421351789199
66000,66,309.483738516995,-1327.50302360481,-2649.83239517555,-2811.9617744621,1479.28509882323,51.2436494036719,29.5855347774707,46.9356958503571,71157.8366214086,4.46930976623341,-4.83343541352684
67000,67,301.690905897897,-1201.17483112733,-2672.63388741497,-2446.38294241292,1515.49233644591,51.2378957230561,29.5822128884185,46.9304258704369,71133.870324995,4.47081555808941,-4.83396734238829
68000,68,303.586304047608,-653.981162295085,-2052.68313017908,-2143.00014036432,2233.73978365814,51.2306315754195,29.5780189308251,46.9237724055088,71103.6200381158,4.47271761951954,-4.83415303985736
69000,69,302.290951184139,184.946819888016,-1208.04672950545,-1176.9416788633,2939.8288680328,51.2204270326801,29.5721273353276,46.9144257387536,71061.1394719087,4.47539142377279,-4.83315227054874
70000,70,297.623616765048,569.072947834139,-918.904744802146,-742.949553649678,3369.07314195424,51.2087289847963,29.565373464233,46.9037111229154,71012.4624016918,4.47845918026533,-4.83457624602976
71000,71,299.499308161191,692.464265360667,-838.04390389563,-687.406434748933,3602.84313472656,51.2094990333965,29.5658180519997,46.9044164350336,71015.6659885016,4.47825715254991,-4.83349853828201
72000,72,304.1193012513,438.567177558841,-1012.22423857255,-1029.76504625683,3357.6908175059,51.212594520121,29.5676052320932,46.9072516902326,71028.5449275904,4.47744515223158,-4.8339753627662
73000,73,299.266570795898,185.39538166237,-1574.91891962564,-1008.7874576323,3139.89252224505,51.2172867100245,29.570314269197,46.9115494168922,71048.0700050296,4.47621468301094,-4.83320139910025
74000,74,307.175023420098,-886.981616545029,-2488.53478371966,-2105.26936157695,1932.85929566152,51.2350706643135,29.580581839993,46.9278383088671,71122.1048369937,4.47155514990725,-4.83369775381071
75000,75,302.698311895494,-1305.80553825961,-2858.0019465445,-2411.44548622961,1352.03081799526,51.2424859392518,29.5848630509746,46.9346301961195,71152.9899097251,4.46961420116845,-4.8334970054402
76000,76,302.842780099353,-898.960507254012,-2470.17436648121,-2166.23462363534,1939.52746835451,51.2344264861834,29.5802099235759,46.9272482855344,71119.4222177707,4.47172381662905,-4.83366816898205
77000,77,303.071954673953,-613.664970491296,-2090.20001468119,-1982.61949388793,2231.82459709523,51.2313753979317,29.5784483769525,46.924453696315,71106.7171641644,4.47252280571291,-4.83327091647109
78000,78,298.491192642725,-134.856115720156,-1499.31943068178,-1502.37407985033,2597.12516337164,51.2249872668346,29.5747601877442,46.9186026029266,71080.121212558,4.47419628344578,-4.83298131870995
79000,79,307.446828703882,167.748321778615,-1209.50182892187,-1291.88610616745,3004.63290042516,51.2199077125815,29.5718275057289,46.9139500768818,71058.9780430064,4.47552755351514,-4.8333654691606
80000,80,295.656490316324,892.98985050649,-336.513319491985,-790.332710402896,3805.81558141435,51.2050750397443,29.5632638580735,46.9003643578899,70997.2624273946,4.47941798433894,-4.83355773894297
81000,81,309.622553504756,1425.75548164973,221.126048906786,-259.128136660945,4315.26853270334,51.2005280649197,29.5606386609345,46.8961996383609,70978.3505852167,4.48061150384553,-4.83321668476659
82000,82,299.743985440307,1396.18149344404,-81.8005587471926,78.9081635859323,4191.43687549338,51.1975924800764,29.5589438002352,46.8935108424041,70966.1426433205,4.48138228048437,-4.83427181210101
83000,83,299.921901710526,471.256088293678,-1128.05902595571,-608.641237251115,3150.46852808786,51.2118433419567,29.5671715391782,46.9065636621508,71025.4194673485,4.47764218136444,-4.83386922181246
84000,84,301.212388099079,-216.578213728973,-1605.39011008984,-1523.21249304943,2478.86796195235,51.2225339755117,29.5733437793387,46.916355555016,71069.9090932873,4.47483918600004,-4.83442575545517
85000,85,304.851305426893,-401.992555810148,-1788.87234736866,-1846.64079228059,2429.5354722188,51.2270847104199,29.5759711473629,46.9205237185254,71088.8528486282,4.47364673099011,-4.83363149337826
86000,86,302.827119207859,-459.847000972607,-1809.57464821099,-1993.58106425436,2423.61470954753,51.2271385732015,29.5760022450546,46.9205730531683,71089.0770882515,4.47363261955557,-4.83397539244551
87000,87,306.523880550357,-658.043448089647,-1718.36388629633,-2268.77131247873,2013.00485450612,51.232397196452,29.5790383126035,46.9253895942289,71110.9718725513,4.47225520593483,-4.83335060692401
88000,88,293.301989518779,208.399380302701,-954.144915335252,-1397.39337974391,2976.73643598726,51.2186884915995,29.5711235881668,46.912833353428,71053.903773728,4.47584717046458,-4.83302238283063
89000,89,301.585089559159,804.433477283857,-422.966996097383,-666.46982687865,3502.7372548276,51.2112582344046,29.5668337271751,46.9060277434481,71022.9850479746,4.47779565926836,-4.83250066910018
90000,90,300.728747888122,816.991152905204,-556.482342344068,-525.57070279621,3533.02650385589,51.2096323017067,29.5658949944945,46.9045384997378,71016.2204264066,4.47822218989633,-4.8332472253264
91000,91,300.385834521429,590.569891071097,-715.490615436536,-766.47142670144,3253.67171535127,51.2131106270939,29.5679032065931,46.9077244091008,71030.6923698623,4.47730978743829,-4.83362248875628
92000,92,306.881155178152,249.847795419873,-1206.55561593612,-873.180748288857,2829.2797504846,51.2202924169707,29.5720496149117,46.9143024399251,71060.5791922852,4.4754267101531,-4.83287507182607
93000,93,299.620483909357,-115.523181845027,-1639.52159416341,-1400.19582574273,2693.14787437106,51.2214721206879,29.5727307171704,46.915382968254,71065.4892985882,4.47511749085249,-4.83384079598205
94000,94,303.328558561647,-164.524192823779,-1528.0320735661,-1626.47630507825,2660.93580017301,51.2262268455674,29.5754758588593,46.9197379726961,71085.2814796532,4.47387148979823,-4.83268595345305
95000,95,293.617962952032,-241.234102859391,-1653.8328466372,-1737.22654741459,2667.35708547361,51.2249454901135,29.5747360679431,46.9185643382935,71079.9473037618,4.47420723030378,-4.83291218878713
96000,96,305.904175621518,-601.626555089462,-2043.95634264267,-1892.62343217331,2131.7001095476,51.2329511360488,29.579358129779,46.9258969652062,71113.2785150967,4.47211014309499,-4.83291705622535
97000,97,300.530106553009,-407.522144688328,-1960.14449063596,-1706.05172577807,2443.62978234904,51.2283434661037,29.5766978902958,46.9216766530768,71094.09337892,4.47331696686915,-4.83305440979231
98000,98,299.39356994744,441.591917478417,-1034.78325996521,-1081.26554394748,3440.82455634794,51.2152938445959,29.5691636878054,46.90972408777,71039.7768831729,4.47673723242553,-4.83346443417691
99000,99,300.516003007021,928.475382459468,-471.640494562647,-494.961366505375,3752.02800844643,51.2060626243477,29.5638340403102,46.9012689181843,71001.3704472856,4.47915881274741,-4.83352944999983
100000,100,302.554025780221,558.767532601617,-844.027994690341,-680.984136548195,3201.31472904339,51.2118828062434,29.5671943238945,46.906599808752,71025.5836658708,4.47763182985177,-4.83378415289755
