LAMMPS (22 Jul 2025 - Update 6)
KOKKOS mode with Kokkos version 4.6.2 is enabled
  will use up to 1 GPU(s) per node
Kokkos::OpenMP::initialize WARNING: OMP_PROC_BIND environment variable not set
  In general, for best performance with OpenMP 4.0 or better set OMP_PROC_BIND=spread and OMP_PLACES=threads
  For best performance with OpenMP 3.1 set OMP_PROC_BIND=true
  For unit testing set OMP_PROC_BIND=false

MPI detected: For OpenMP binding to work as intended, MPI ranks must be bound to exclusive CPU sets.

  using 1 OpenMP thread(s) per MPI task
  using 1 OpenMP thread(s) per MPI task
Reading data file ...
  orthogonal box = (0 0 0) to (51.095499 29.5 46.8)
  1 by 1 by 1 MPI processor grid
  reading atoms ...
  4000 atoms
  read_data CPU = 0.007 seconds
Neighbor list info ...
  update: every = 1 steps, delay = 0 steps, check = yes
  max neighbors/atom: 2000, page size: 100000
  master list distance cutoff = 6.8
  ghost atom cutoff = 6.8
  binsize = 6.8, bins = 8 5 7
  2 neighbor lists, perpetual/occasional/extra = 2 0 0
  (1) pair meam/kk, perpetual
      attributes: full, newton on, kokkos_device
      pair build: full/bin/kk/device
      stencil: full/bin/3d
      bin: kk/device
  (2) pair meam/kk, perpetual, half/full from (1)
      attributes: half, newton on, kokkos_device
      pair build: halffull/newton/kk/device
      stencil: none
      bin: none
Setting up Verlet run ...
  Unit style    : metal
  Current step  : 0
  Time step     : 0.001
Per MPI rank memory allocation (min/avg/max) = 12.83 | 12.83 | 12.83 Mbytes
   Step          Time         Atoms         Temp          Press           Pxx            Pyy            Pzz           PotEng           Lx             Ly             Lz           Volume        Density    
     51000   51                  4000   300.98893      29.793662     -1416.8496     -1320.2438      2826.4744     -19334.265      51.220019      29.571892      46.914052      71059.44       4.4754985    
     52000   52                  4000   300.46807     -128.9913      -1464.8544     -1562.7094      2640.5899     -19333.053      51.224216      29.574315      46.917896      71076.91       4.4743984    
     53000   53                  4000   297.78365     -328.97871     -1565.3074     -1837.277       2415.6483     -19335.887      51.224821      29.574664      46.91845       71079.428      4.4742399    
     54000   54                  4000   304.10169     -399.18244     -1588.3694     -1812.3585      2203.1806     -19332.301      51.230082      29.577702      46.923269      71101.331      4.4728616    
     55000   55                  4000   301.00897     -1424.7293     -2688.5748     -2739.9038      1154.2905     -19334.62       51.243921      29.585692      46.935945      71158.968      4.4692387    
     56000   56                  4000   300.04975     -1084.7386     -2737.0012     -2135.3097      1618.095      -19334.355      51.238465      29.582541      46.930947      71136.24       4.4706666    
     57000   57                  4000   303.19441     -24.053826     -1493.7567     -1169.7944      2591.3896     -19334.421      51.22167       29.572845      46.915564      71066.314      4.4750656    
     58000   58                  4000   298.89422      547.33929     -934.7231      -681.91072      3258.6517     -19334.711      51.212381      29.567482      46.907056      71027.656      4.4775012    
     59000   59                  4000   299.5389       406.30906     -774.13315     -1108.1672      3101.2275     -19333.835      51.214425      29.568662      46.908929      71036.163      4.476965     
     60000   60                  4000   299.33487      150.7907      -1167.362      -1327.0954      2946.8295     -19336.517      51.216149      29.569657      46.910507      71043.334      4.4765131    
     61000   61                  4000   295.81493      244.68656     -1199.1432     -1246.5201      3179.7229     -19333.992      51.21675       29.570004      46.911058      71045.835      4.4763555    
     62000   62                  4000   302            404.73431     -1244.9383     -766.63536      3225.7766     -19332.298      51.216725      29.56999       46.911035      71045.731      4.4763621    
     63000   63                  4000   300.98569      274.06496     -1136.0834     -1032.7054      2990.9837     -19336.487      51.215956      29.569546      46.91033       71042.532      4.4765636    
     64000   64                  4000   297.48346     -89.577728     -1606.2797     -1384.9551      2722.5016     -19327.353      51.227853      29.576415      46.921227      71092.051      4.4734455    
     65000   65                  4000   303.68094     -1055.9921     -2433.1555     -2518.0058      1783.1849     -19336.854      51.235794      29.581         46.928501      71125.118      4.4713657    
     66000   66                  4000   309.48374     -1327.503      -2649.8324     -2811.9618      1479.2851     -19333.742      51.243649      29.585535      46.935696      71157.837      4.4693098    
     67000   67                  4000   301.69091     -1201.1748     -2672.6339     -2446.3829      1515.4923     -19335.869      51.237896      29.582213      46.930426      71133.87       4.4708156    
     68000   68                  4000   303.5863      -653.98116     -2052.6831     -2143.0001      2233.7398     -19336.612      51.230632      29.578019      46.923772      71103.62       4.4727176    
     69000   69                  4000   302.29095      184.94682     -1208.0467     -1176.9417      2939.8289     -19332.609      51.220427      29.572127      46.914426      71061.139      4.4753914    
     70000   70                  4000   297.62362      569.07295     -918.90474     -742.94955      3369.0731     -19338.305      51.208729      29.565373      46.903711      71012.462      4.4784592    
     71000   71                  4000   299.49931      692.46427     -838.0439      -687.40643      3602.8431     -19333.994      51.209499      29.565818      46.904416      71015.666      4.4782572    
     72000   72                  4000   304.1193       438.56718     -1012.2242     -1029.765       3357.6908     -19335.901      51.212595      29.567605      46.907252      71028.545      4.4774452    
     73000   73                  4000   299.26657      185.39538     -1574.9189     -1008.7875      3139.8925     -19332.806      51.217287      29.570314      46.911549      71048.07       4.4762147    
     74000   74                  4000   307.17502     -886.98162     -2488.5348     -2105.2694      1932.8593     -19334.791      51.235071      29.580582      46.927838      71122.105      4.4715551    
     75000   75                  4000   302.69831     -1305.8055     -2858.0019     -2411.4455      1352.0308     -19333.988      51.242486      29.584863      46.93463       71152.99       4.4696142    
     76000   76                  4000   302.84278     -898.96051     -2470.1744     -2166.2346      1939.5275     -19334.673      51.234426      29.58021       46.927248      71119.422      4.4717238    
     77000   77                  4000   303.07195     -613.66497     -2090.2        -1982.6195      2231.8246     -19333.084      51.231375      29.578448      46.924454      71106.717      4.4725228    
     78000   78                  4000   298.49119     -134.85612     -1499.3194     -1502.3741      2597.1252     -19331.925      51.224987      29.57476       46.918603      71080.121      4.4741963    
     79000   79                  4000   307.44683      167.74832     -1209.5018     -1291.8861      3004.6329     -19333.462      51.219908      29.571828      46.91395       71058.978      4.4755276    
     80000   80                  4000   295.65649      892.98985     -336.51332     -790.33271      3805.8156     -19334.231      51.205075      29.563264      46.900364      70997.262      4.479418     
     81000   81                  4000   309.62255      1425.7555      221.12605     -259.12814      4315.2685     -19332.867      51.200528      29.560639      46.8962        70978.351      4.4806115    
     82000   82                  4000   299.74399      1396.1815     -81.800559      78.908164      4191.4369     -19337.087      51.197592      29.558944      46.893511      70966.143      4.4813823    
     83000   83                  4000   299.9219       471.25609     -1128.059      -608.64124      3150.4685     -19335.477      51.211843      29.567172      46.906564      71025.419      4.4776422    
     84000   84                  4000   301.21239     -216.57821     -1605.3901     -1523.2125      2478.868      -19337.703      51.222534      29.573344      46.916356      71069.909      4.4748392    
     85000   85                  4000   304.85131     -401.99256     -1788.8723     -1846.6408      2429.5355     -19334.526      51.227085      29.575971      46.920524      71088.853      4.4736467    
     86000   86                  4000   302.82712     -459.847       -1809.5746     -1993.5811      2423.6147     -19335.902      51.227139      29.576002      46.920573      71089.077      4.4736326    
     87000   87                  4000   306.52388     -658.04345     -1718.3639     -2268.7713      2013.0049     -19333.402      51.232397      29.579038      46.92539       71110.972      4.4722552    
     88000   88                  4000   293.30199      208.39938     -954.14492     -1397.3934      2976.7364     -19332.09       51.218688      29.571124      46.912833      71053.904      4.4758472    
     89000   89                  4000   301.58509      804.43348     -422.967       -666.46983      3502.7373     -19330.003      51.211258      29.566834      46.906028      71022.985      4.4777957    
     90000   90                  4000   300.72875      816.99115     -556.48234     -525.5707       3533.0265     -19332.989      51.209632      29.565895      46.904538      71016.22       4.4782222    
     91000   91                  4000   300.38583      590.56989     -715.49062     -766.47143      3253.6717     -19334.49       51.213111      29.567903      46.907724      71030.692      4.4773098    
     92000   92                  4000   306.88116      249.8478      -1206.5556     -873.18075      2829.2798     -19331.5        51.220292      29.57205       46.914302      71060.579      4.4754267    
     93000   93                  4000   299.62048     -115.52318     -1639.5216     -1400.1958      2693.1479     -19335.363      51.221472      29.572731      46.915383      71065.489      4.4751175    
     94000   94                  4000   303.32856     -164.52419     -1528.0321     -1626.4763      2660.9358     -19330.744      51.226227      29.575476      46.919738      71085.281      4.4738715    
     95000   95                  4000   293.61796     -241.2341      -1653.8328     -1737.2265      2667.3571     -19331.649      51.224945      29.574736      46.918564      71079.947      4.4742072    
     96000   96                  4000   305.90418     -601.62656     -2043.9563     -1892.6234      2131.7001     -19331.668      51.232951      29.579358      46.925897      71113.279      4.4721101    
     97000   97                  4000   300.53011     -407.52214     -1960.1445     -1706.0517      2443.6298     -19332.218      51.228343      29.576698      46.921677      71094.093      4.473317     
     98000   98                  4000   299.39357      441.59192     -1034.7833     -1081.2655      3440.8246     -19333.858      51.215294      29.569164      46.909724      71039.777      4.4767372    
     99000   99                  4000   300.516        928.47538     -471.64049     -494.96137      3752.028      -19334.118      51.206063      29.563834      46.901269      71001.37       4.4791588    
    100000   100                 4000   302.55403      558.76753     -844.02799     -680.98414      3201.3147     -19335.137      51.211883      29.567194      46.9066        71025.584      4.4776318    
Loop time of 969.53 on 1 procs for 100000 steps with 4000 atoms

Performance: 8.912 ns/day, 2.693 hours/ns, 103.143 timesteps/s, 412.571 katom-step/s
95.0% CPU use with 1 MPI tasks x 1 OpenMP threads

MPI task timing breakdown:
Section |  min time  |  avg time  |  max time  |%varavg| %total
---------------------------------------------------------------
Pair    | 880.22     | 880.22     | 880.22     |   0.0 | 90.79
Neigh   | 0          | 0          | 0          |   0.0 |  0.00
Comm    | 15.97      | 15.97      | 15.97      |   0.0 |  1.65
Output  | 0.020756   | 0.020756   | 0.020756   |   0.0 |  0.00
Modify  | 64.386     | 64.386     | 64.386     |   0.0 |  6.64
Other   |            | 8.936      |            |       |  0.92

Nlocal:           4000 ave        4000 max        4000 min
Histogram: 1 0 0 0 0 0 0 0 0 0
Nghost:           5063 ave        5063 max        5063 min
Histogram: 1 0 0 0 0 0 0 0 0 0
Neighs:         136000 ave      136000 max      136000 min
Histogram: 1 0 0 0 0 0 0 0 0 0
FullNghs:       272000 ave      272000 max      272000 min
Histogram: 1 0 0 0 0 0 0 0 0 0

Total # of neighbors = 272000
Ave neighs/atom = 68
Neighbor list builds = 0
Dangerous builds = 0
System init for write_data ...
System init for write_restart ...
WARNING: No fixes with time integration, atoms won't move
For more information see https://docs.lammps.org/err0028 (src/verlet.cpp:60)
Setting up Verlet run ...
  Unit style    : metal
  Current step  : 0
  Time step     : 0.001
Per MPI rank memory allocation (min/avg/max) = 12.77 | 12.77 | 12.77 Mbytes
   Step          Time         Atoms         Temp          Press           Pxx            Pyy            Pzz           PotEng           Lx             Ly             Lz           Volume        Density    
         0   0                   4000   302.55403      558.76753     -844.02799     -680.98414      3201.3147     -19335.137      51.211883      29.567194      46.9066        71025.584      4.4776318    
Loop time of 8.7001e-05 on 1 procs for 0 steps with 4000 atoms

WARNING: New thermo_style command, previous thermo_modify settings will be lost (src/output.cpp:912)
Setting up Verlet run ...
  Unit style    : metal
  Current step  : 0
  Time step     : 0.001
Per MPI rank memory allocation (min/avg/max) = 12.77 | 12.77 | 12.77 Mbytes
   Step          Time           Temp          Press           Pxx            Pyy            Pzz           PotEng           Lx             Ly             Lz           Volume        Density        v_strain       v_sigzz    
         0   0              302.55403      558.76753     -844.02799     -680.98414      3201.3147     -19335.137      51.211883      29.567194      46.9066        71025.584      4.4776318      4.54441e-16    0.32013147   
      1000   1              291.03741      1364.4995     -396.2489      -385.31831      4875.0657     -19335.534      51.218333      29.569923      46.859693      70970.044      4.4811359      0.001          0.48750657   
      2000   2              302.9433       2278.4431      206.60996      80.005003      6548.7142     -19335.796      51.215576      29.577782      46.812787      70914.028      4.4846756      0.002          0.65487142   
      3000   3              297.08652      3860.0748      1020.4457      1723.0862      8836.6926     -19333.028      51.227831      29.561355      46.76588       70820.571      4.4905938      0.003          0.88366926   
      4000   4              294.76727      4474.1597      1598.458       1583.7782      10240.243     -19333.81       51.228357      29.571615      46.718973      70774.819      4.4934967      0.004          1.0240243    
      5000   5              300.52964      4166.133       908.64724      446.90181      11142.85      -19333.305      51.256292      29.595504      46.672067      70799.461      4.4919327      0.005          1.114285     
      6000   6              307.88962      3130.1575     -1124.8262     -850.00589      11365.305     -19331.909      51.323203      29.620633      46.62516       70880.77       4.4867799      0.006          1.1365305    
      7000   7              299.14675      3133.6843     -1328.7944     -1885.0436      12614.891     -19332.292      51.328066      29.645187      46.578254      70874.874      4.4871532      0.007          1.2614891    
      8000   8              298.1829       4170.8634     -486.40646     -1135.6524      14134.649     -19331.262      51.329694      29.648999      46.531347      70814.848      4.4909567      0.008          1.4134649    
      9000   9              299.89274      5391.4333      154.71902     -271.38013      16290.961     -19329.31       51.321588      29.654707      46.48444       70745.908      4.495333       0.009          1.6290961    
     10000   10             299.77086      6552.5607      687.11263      1006.7619      17963.808     -19335.312      51.33215       29.638203      46.437534      70649.724      4.5014531      0.01           1.7963808    
     11000   11             300.97968      8433.6209      2801.4044      2027.1345      20472.324     -19325.83       51.318699      29.637151      46.390627      70557.363      4.5073455      0.011          2.0472324    
     12000   12             299.28403      7951.5524      1036.9291      1707.9251      21109.803     -19331.333      51.371555      29.643457      46.343721      70573.631      4.5063065      0.012          2.1109803    
     13000   13             303.13994      7642.5861      187.13093      706.41809      22034.209     -19329.82       51.405151      29.665888      46.296814      70601.691      4.5045155      0.013          2.2034209    
     14000   14             298.92988      7488.3594     -159.52343     -268.3046       22892.906     -19328.577      51.433782      29.686004      46.249907      70617.294      4.5035203      0.014          2.2892906    
     15000   15             298.15512      7169.5082     -860.59826     -1397.0638      23766.187     -19326.835      51.446131      29.720405      46.203001      70644.381      4.5017935      0.015          2.3766187    
     16000   16             303.71418      7222.7864     -1605.8168     -1502.5647      24776.741     -19326.367      51.479088      29.731578      46.156094      70644.419      4.5017911      0.016          2.4776741    
     17000   17             303.19681      8217.5451     -628.37022     -1150.7267      26431.732     -19329.688      51.464838      29.740271      46.109188      70573.718      4.506301       0.017          2.6431732    
     18000   18             304.24954      8985.1973     -214.47767     -1007.3814      28177.451     -19322.581      51.488209      29.74647       46.062281      70548.642      4.5079027      0.018          2.8177451    
     19000   19             300.74683      9983.2835      724.9352      -636.20474      29861.12      -19325.459      51.470144      29.757194      46.015374      70477.474      4.5124548      0.019          2.986112     
     20000   20             299.91596      11335.128      937.13488      994.66765      32073.582     -19322.164      51.502941      29.738196      45.968468      70405.515      4.5170668      0.02           3.2073582    
     21000   21             291.75942      11641.783      520.11999      1234.038       33171.19      -19327.738      51.54265       29.72806       45.921561      70363.909      4.5197377      0.021          3.317119     
     22000   22             308.76883      11999.17       143.05357      1325.0758      34529.381     -19321.147      51.572952      29.743547      45.874655      70370          4.5193465      0.022          3.4529381    
     23000   23             299.54152      12950.572      1124.1557      1448.2448      36279.314     -19318.569      51.563635      29.755629      45.827748      70313.899      4.5229523      0.023          3.6279314    
     24000   24             306.77826      13323.212      145.38057      2096.9684      37727.286     -19319.263      51.60977       29.749612      45.780841      70290.561      4.5244541      0.024          3.7727286    
     25000   25             303.35366      13260.743      348.27477      763.95205      38670.003     -19317.202      51.616846      29.780951      45.733935      70302.149      4.5237083      0.025          3.8670003    
     26000   26             298.53656      13088.526     -264.07368      102.99828      39426.652     -19316.91       51.635838      29.805663      45.687028      70314.182      4.5229341      0.026          3.9426652    
     27000   27             300.50885      13144.397     -503.03503     -508.35869      40444.585     -19313.393      51.659018      29.826189      45.640122      70321.916      4.5224367      0.027          4.0444585    
     28000   28             286.72465      13411.072     -518.45904     -933.90182      41685.576     -19308.832      51.674176      29.844122      45.593215      70312.506      4.5230419      0.028          4.1685576    
     29000   29             299.57814      13080.827     -1383.3727     -1762.5852      42388.438     -19306.117      51.715237      29.867164      45.546308      70350.257      4.5206148      0.029          4.2388438    
     30000   30             290.99037      13476.801     -1378.6136     -1917.7379      43726.755     -19309.433      51.721466      29.879661      45.499402      70315.68       4.5228378      0.03           4.3726755    
     31000   31             302.75859      14497.124     -913.65373     -1189.1919      45594.217     -19304.735      51.745609      29.877879      45.452495      70271.787      4.5256628      0.031          4.5594217    
     32000   32             298.06135      15225.783     -519.84129     -894.15138      47091.342     -19301.918      51.752175      29.888688      45.405589      70233.573      4.5281252      0.032          4.7091342    
     33000   33             300.90455      15865.324     -345.37281     -659.79717      48601.143     -19303.034      51.753884      29.898469      45.358682      70186.297      4.5311753      0.033          4.8601143    
     34000   34             300.51684      16596.292     -62.69548      -486.62658      50338.197     -19298.397      51.769263      29.907438      45.311775      70155.589      4.5331586      0.034          5.0338197    
     35000   35             298.43786      17426.667      75.533427      223.57773      51980.89      -19297.784      51.799854      29.89884       45.264869      70104.217      4.5364805      0.035          5.198089     
     36000   36             303.21535      18099.001      168.35309      654.98232      53473.669     -19294.286      51.809225      29.912679      45.217962      70076.659      4.5382645      0.036          5.3473669    
     37000   37             302.14204      18727.32       740.49153      397.77024      55043.699     -19295.26       51.820984      29.921475      45.171056      70040.444      4.540611       0.037          5.5043699    
     38000   38             297.65634      19654.753      1569.8579      602.42952      56791.972     -19290.971      51.79802       29.943299      45.124149      69987.718      4.5440318      0.038          5.6791972    
     39000   39             304.92292      20310.937      2122.7593      437.80001      58372.253     -19284.281      51.81537       29.957405      45.077242      69971.331      4.545096       0.039          5.8372253    
     40000   40             297.58497      20562.401      1530.1055      621.3952       59535.702     -19285.126      51.835593      29.967762      45.030336      69949.975      4.5464836      0.04           5.9535702    
     41000   41             309.86203      20776.383      924.47814      660.34783      60744.322     -19278.513      51.897169      29.971343      44.983429      69968.479      4.5452812      0.041          6.0744322    
     42000   42             303.63867      21099.262      1413.5278     -26.382125      61910.64      -19282.704      51.887359      29.992488      44.936523      69931.609      4.5476776      0.042          6.191064     
     43000   43             306.65882      21774.732      1563.329       245.50952      63515.358     -19273.4        51.896486      30.01378       44.889616      69920.502      4.5484001      0.043          6.3515358    
     44000   44             300.67695      22590.076      2494.2986      157.78842      65118.142     -19276.372      51.878337      30.028456      44.842709      69857.155      4.5525246      0.044          6.5118142    
     45000   45             295.32454      22303.535      1268.967       7.4308951      65634.207     -19275.941      51.952045      30.02674       44.795803      69879.238      4.5510859      0.045          6.5634207    
     46000   46             301.17488      22745.14       601.36601      367.05527      67266.998     -19268.376      52.006375      30.02558       44.748896      69876.366      4.551273       0.046          6.7266998    
     47000   47             295.16744      23444.782      616.6611       976.0616       68741.622     -19268.772      52.022087      30.028726      44.70199       69831.527      4.5541954      0.047          6.8741622    
     48000   48             300.39864      23991.043      540.97407      1352.4373      70079.716     -19259.869      52.065432      30.033199      44.655083      69826.774      4.5545053      0.048          7.0079716    
     49000   49             302.29046      24337.253      201.89533      1452.53        71357.334     -19261.667      52.093041      30.038041      44.608176      69801.665      4.5561437      0.049          7.1357334    
     50000   50             298.97085      24814.113      428.66282      1207.9653      72805.712     -19252.697      52.120586      30.052379      44.56127       69798.439      4.5563542      0.05           7.2805712    
     51000   51             301.11478      24912.79       260.89336      565.47312      73912.005     -19252.225      52.129807      30.077689      44.514363      69796.034      4.5565112      0.051          7.3912005    
